Matricula,Nombre_estudiante,Programa_academico,Semestre_del_alumno,Alumnos_Acreditados,Plan_de_estudios,Campus
A04244192,Evon Wester,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A09610774,Reatha Nagle,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A06495624,Alishia Harvey,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A05105003,Coralie Loera,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A04339151,Marisol Forman,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A01417842,Chae Quintana,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A04769668,Troy Cavanaugh,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A04950928,Dino Gilbertson,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A09488680,Danyel Lange,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A04112765,Tawanda Bordelon,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A09057458,Marvis Hoppe,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A08818659,Mafalda Gayle,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A02436974,Brendon Chavez,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A00209743,Jung Strickland-Hildebrand,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A01860668,Luz Morehead,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A03249959,Rod Gee,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A03092208,Pamelia Berrios,NEG,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A09895206,Carmina Rhea,LAE,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A01469816,Dorcas Hynes,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A08823129,Carter Bello,IIT,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A01856310,Georgia Horvath,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A00423445,Gigi Finnegan,IIS,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A09749082,Shonna Herrick,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A01477576,Isaac German,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A08159451,Mckinley Maclean,IIT,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A00259360,Joya Comstock,IIT,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A07771273,Corliss Caldwell,IIT,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A09141790,Neda Meeker,ICI,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A00719208,Bret Pettigrew,IIT,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A03389293,Cleo Logsdon,IIT,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A09490554,Tiny Humes,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A01894923,Maia Kenney,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A02704560,Edelmira Boyce,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A08424564,Daron Turney,NEG,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A09710195,Beau Marino,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A09715356,Wilson Gomez,IIT,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A07044038,Dina Pitman,IIT,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A04299793,Charis Campbell,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A00725220,Louella Peltier-Arteaga,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A04842475,Hang Godwin,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A03144220,Jasmin Whittle,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A09307054,Nicholas Lyon,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A02790937,Lenard Winn-Vallejo,IIT,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A08002747,Marcus Seeley,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A02767710,Man Mondragon,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A03291529,Lauralee Haney,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A08933965,Madalyn Cordova,IIT,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A05229108,Roderick Warren,ICT,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A08062673,Brant Douglass,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A09872161,Argentina Tuck,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A03494297,Erlinda Neeley,NEG,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A09738707,Ashanti Baer,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A06116419,Sherell Odell,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A01379060,Kami Sellars-Francis,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A05240842,Pricilla Orr,ICT,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A08389182,Penni Janes-Centeno,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A07066457,Bianca Ocasio,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A09356783,Gianna Grenier,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A00296780,Lawerence Blackman,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A02171217,Marcelle Hurtado,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A06314425,Britni Jacoby,NEG,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A01947518,Brandi Shearer,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A03852552,Domenic Hollins,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A03027453,Brady Burley,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A04675390,Danita Ali,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A02932242,Nicky Spearman,ICT,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A04367064,Brenda Fogle,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A09081262,Sook Packard,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A02457882,Claribel Kimbrough,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A00660455,Joelle Mead,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A06494918,Karen Packer,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A07079585,Lucas Spence,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A07291817,Shara Tovar,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A00524662,Orval Bittner,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A01620052,Sol Mccord,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A06563408,Eustolia Freitas,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A05107918,Tawna Wang,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A06290632,Annamae Sturgill,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A02092643,Denita Casanova,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A08346585,Ina Hudspeth,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A01549757,Estefana Strunk,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A08299775,Libbie Thompson,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A03718367,Angelina Sandberg,IIT,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A02581898,Marinda Cope,ESC,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A05133320,Wilhemina Heath,AMC,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A08955769,Tianna Talbert,SLD,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A03792014,Louann Faulk,IBQ,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A00152903,Annett Finnegan-Browne,ESC,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A00829435,Kazuko Newman,LTM,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A05723973,Magda Neff,IBQ,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A07209229,Marvis Byars,IIT,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A00092119,Christiane Mendez,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A05055272,Benny Clement,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A06266177,Elly Lacroix,ESC,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A02017801,Maryellen Najera,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A02503553,Bennie Schwarz,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A03385351,Golda Thurston,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A09270987,Beulah Daniel,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A03162299,Magda Sturm,CIS,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A02816710,Karmen Pitman,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A02964178,Nicolette Folk,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A00791106,Aimee Pritchard,ESC,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A08958560,Rozella Barber,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A01286804,Rosalee Tiller,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A07600336,Argelia Monroe,IBQ,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A07198195,Shaquana Lopes,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A02645770,Mignon Myers,ESC,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A02895341,Jaclyn Weatherly,CIS,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A00352348,Nikki Catalano,NEG,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A04915733,Mercy Moreno,NEG,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A04149477,Shayla Beasley,ICT,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A05697753,Avery Kelly,IIT,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A05148929,Gala Boettcher,IBQ,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A07542498,Donya Kimbrough,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A08496606,Kimberly Casas,ARQ,Tercer Semestre,Acreditado(a),TEC21,Otro Campus
A08841608,Janet Looney,SLD,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A00334624,Augustus Mccorkle,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A01541031,Maribeth Page,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A06722473,Librada Laughlin,SLD,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A07204752,Roxanne Oneil,CIS,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A03056057,Ezekiel Sims,SLD,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A09923534,Cyndi Givens,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A01969250,Alexandria Reuter,IBQ,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A06508117,Ahmed Rasmussen,IBQ,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A09802766,Mable Chapin,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A09682216,Daniella Blanchard,ESC,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A07286460,Brain Beach,ICT,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A04651232,Gertrude Joiner,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A00588140,Ervin Lamar,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A07111871,Alvin Villanueva,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A00828089,Wes Lacey,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A01587838,Sandie Dewey,ESC,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A06738238,Caryn Clinton,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A09260894,Genia Mireles,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A08362388,Ka Stack,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A08458880,Stuart Townes,IIT,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A09393821,Frank Galvin,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A07962207,Matha Atherton,CIS,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A00028143,Edgardo Kay,ESC,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A07580907,Joshua Graves,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A08982702,Santo Cooksey,SLD,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A07643271,Austin Heyward-Fernandez,IIT,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A06520970,Many Stpierre,IDS,Tercer Semestre,Acreditado(a),TEC21,Otro Campus
A02922227,Dominick Morris,ESC,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A03510598,Kate Matheny,SLD,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A09228173,Phillis North,SLD,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A05463169,Tonette Fischer,NEG,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A08362916,Clementina Manson,ESC,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A08840942,Jenny Desjardins,IIT,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A03957519,Nikole Sheffield,IIT,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A02254129,Salina Catlett,IIT,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A09822203,Talia Tapia,ESC,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A05281822,Myong Cooper,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A00198513,Tonda Deal,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A07921065,Laquita Oneal,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A04636175,Betsy Matson,ICT,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A02701994,Drema Rountree,IIT,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A00271038,Krysten Greenfield,IBQ,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A08932058,Neta Navarro,IBQ,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A02459202,Hilaria Soto,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A02204729,Lizabeth Cushing,IIT,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A09790890,Janell Saucier,NEG,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A09370150,Sherill Jasper,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A08613467,Christinia Becker,ESC,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A09293896,Berta Souza,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A02057553,Corazon Chalmers,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A01012603,Marcus Parr,SLD,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A00052970,Christia Stoddard-Shaver,SLD,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A04811574,Mardell Paulsen,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A03160649,Salvador Wolford,IBQ,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A01836970,Salvatore Travis,SLD,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A05079801,Maureen Champagne,ESC,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A04414948,Mavis Harlan,IBQ,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A05400116,Judy Schwab,ICT,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A03039429,Melodee Isaacson,ESC,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A01513631,Sharla Hagen,IIS,Tercer Semestre,Acreditado(a),TEC21,Otro Campus
A00532280,Maple Worley,SLD,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A06349910,Yvette Ligon,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A09212870,Dagmar Jorgensen,ARQ,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A06089334,Alexander Henley,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A00802589,Winford Meade,ICT,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A02247995,Sharika Barraza,ESC,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A08509449,Katy Sutherland,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A03785994,Dollie Wade,IBQ,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A01337041,Blanche Eaton,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A00608421,Deena Saunders,IBQ,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A03140765,Jeana Hamilton,IBQ,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A07357461,Mariel Fulkerson,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A07013269,Merry Staley,ESC,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A04348902,Willow Weston,IIT,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A02807376,Damion Spriggs,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A00832233,Leona Fenner,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A02465456,Jeanna Fisk,ICT,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A08923729,Lynell Fain,LTM,Cuarto Semestre,Acreditado(a),TEC21,Otro Campus
A07168855,Lina Null,ESC,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A06141616,Sherrell Haag,IBQ,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A00009745,Dallas Foy,IIT,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A08787690,Angelic Flanders,IIT,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A07497396,Alexis Fogarty,ICT,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A02224626,Glennie Kidd,ICT,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A03805511,Cecil Hook,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A01440003,Benito Dubose,SLD,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A09168730,Gregoria Veal,IIT,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A03971412,Pandora Thomsen,IIT,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A06404050,Valene Langdon,IBQ,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A09521778,Vicki Dew,SLD,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A06177670,Karon Thrash,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A09923618,Titus Fraser,LAF,Cuarto Semestre,Acreditado(a),TEC21,Otro Campus
A00453206,Latina Bonilla,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A00616882,Hermina Marsh,IIT,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A07232363,Delsie Devore,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A01766974,Dimple Day,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A03153000,Masako Zarate,CIS,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A00091943,Francisca Moody,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A05152266,Oralee Hacker,AMC,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A08664166,Wenona Bowen,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A03234430,Nick Breeden,NEG,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A04753795,Cedric Hammer,NEG,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A07174117,Freida Sena,ESC,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A04445682,Tammera Reagan-Lennon,CIS,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A01586056,Verline Ryder,ESC,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A08780106,Eryn Middleton,IIT,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A09462852,Freda Huang,ESC,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A08801501,Sadie August,IBQ,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A02579293,Ruben Espinosa,CIS,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A01661132,Scot Horan,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A08320109,Vallie Knowlton,CIS,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A04219799,Daren Delvalle,ESC,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A08006493,Irina Whittaker,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A00700782,Earlie Treadwell,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A07399601,Akilah Mosher,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A04158621,Lori Tarver,ESC,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A05376929,Micaela Kaiser,CIS,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A05765357,Cheri Mattison,IBQ,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A07950178,Brittany Ulrich,IIT,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A01237220,Naomi Cotton,IIT,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A09233857,Stuart Quinonez,CIS,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A04821043,Phung Paulk,IIT,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A01529970,Zenaida Royal,LAF,Cuarto Semestre,Acreditado(a),TEC21,Otro Campus
A08229419,Yulanda Devries,ESC,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A08084603,Coralie Drummond,IBQ,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A05256033,Samira Mccullough,SLD,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A04100767,Wilhelmina Earnest,SLD,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A04533112,Keenan Daigle,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A07717085,Adam Lind,IIT,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A01392012,Hayden Ontiveros,IBQ,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A08640174,Dwight Smith,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A02286777,Tabatha Elston,IBQ,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A00376695,Kazuko Siler,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A06342018,Carita Mccall,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A04205810,Long Mcgrath,CIS,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A04931146,Anita Delossantos,ESC,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A04672179,Jacquelyne Hefner,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A04943368,Aleisha Badillo,ESC,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A05904885,Luke Obryan,IBQ,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A01304729,Wilfred Oliva,LEM,Tercer Semestre,Acreditado(a),TEC21,Otro Campus
A02693960,Amina Beal,ESC,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A09612676,Lewis Glasgow-Sager,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A05828696,Clarinda Jeter,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A02162601,Thao Christopher,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A05785484,Isabell Wentz,IIT,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A05998505,Lia Allard,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A00494303,Leonora Burrows,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A02386118,Leonor Vanhorn,NEG,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A08744793,Argelia Reilly,IIT,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A02025032,Harriett Groff,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A02585598,Thomas Guy,IBQ,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A09237301,Shanel Orta,SLD,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A04434945,Temple Harlow,ESC,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A05766068,Bee Dove,NEG,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A05701972,Debi Moffitt,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A09733560,Andrew Binder-Noe,ESC,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A01479219,Dave Edmond,IBQ,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A08397134,Adelina Alexander,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A06921025,Mikaela Hodges,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A06126102,Kirsten Hedges,NEG,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A04557856,Oscar Mccorkle-Mccormick,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
